FrameNr 	 Person 1 		 Person 2 		 Person 3 		 Person 4 
	 x 	 y   	   x 	 y   	   x 	 y   	   x 	 y   
367	-1139.05	-982.992	732.787	184.639	128.773	-161.193	11.8025	-464.129	
368	-1158.14	-1066.88	734.365	196.058	172.41	-253.957	-157.136	-216.907	
369	-1109.15	-969.435	727.082	205.892	173.842	-204.94	99.826	-572.351	
370	-1145.1	-1036.49	727.034	223.846	243.202	-378.798	-290.832	72.0667	
371	-1142.85	-1006.11	722.845	256.665	253.443	-320.532	-67.096	-288.311	
372	-1131.21	-969.281	717.854	296.835	304.812	-386.643	-115.317	-173.281	
373	-1164.71	-1025.8	715.765	337.465	422.526	-595.771	-391.307	426.113	
374	-1146.83	-974.582	711.257	346.854	415.273	-577.522	-386.784	427.525	
375	-1158.68	-969.535	701.32	377.832	491.531	-685.215	-352.919	436.675	
376	-1177	-979.935	691.362	405.064	512.749	-693.744	-365.535	430.017	
377	-1162.4	-915.554	686.442	421.829	534.907	-716.15	-331.338	429.685	
378	-1139.47	-827.992	650.222	440.77	537.086	-705.679	-314.414	413.634	
379	-1179.06	-872.577	652.048	449.077	567.591	-739.974	-343.783	396.883	
380	-1169.11	-804.226	640.248	460.362	580.612	-743.984	-322.898	378.815	
381	-1172.62	-773.298	634.984	478.459	595.019	-749.985	-316.959	359.968	
382	-1195.7	-787.099	635.034	496.312	606.532	-756.064	-328.349	350.701	
383	-1201.6	-728.263	632.811	511.733	615.967	-754.72	-314.431	345.089	
384	-1189.97	-682.5	617.686	529.86	626.149	-761.201	-305.057	324.648	
385	-1209.51	-668.389	603.993	547.61	633.897	-762.564	-312.116	310.323	
386	-1217.48	-633.538	599.615	563.681	636.112	-767.203	-304.95	301.438	
387	-1222.99	-606.439	597.532	584.453	639.234	-771.204	-304.283	294.383	
388	-1228.87	-580.112	602.366	602.338	637.631	-773.679	-299.778	291.049	
389	-1230.74	-545.327	592.275	620.015	649.965	-785.807	-290.979	266.138	
390	-1215.28	-503.306	591.044	638.756	652.424	-792.181	-275.064	251.068	
391	-1181.01	-460.601	587.498	657.334	651.696	-792.039	-256.014	239.218	
392	-1206.14	-496.082	581.91	672.757	643.021	-785.634	-278.621	254.863	
393	-1184.03	-482.549	579.777	685.777	653.82	-792.409	-263.852	240.664	
394	-1187.36	-507.201	576.221	701.256	654.992	-796.545	-277.864	250.256	
395	-1137.06	-466.253	570.431	713.588	660.311	-802.931	-252.982	241.112	
396	-1138.22	-486.636	567.283	724.34	662.027	-809.091	-263.848	241.379	
397	-1147.23	-512.858	563.284	735.876	662.667	-812.214	-273.351	238.964	
398	-1092.22	-469.488	562.274	746.387	662.994	-814.163	-250.543	232.971	
399	-1096.76	-485.544	559.134	756.427	668.25	-809.684	-257.734	228.077	
400	-1084.79	-483.308	559.534	763.421	670.961	-805.654	-254.106	222.857	
401	-1098.22	-505.605	560.528	770.374	676.651	-801.35	-263.488	216.63	
402	-1093.04	-511.332	559.365	773.432	682.012	-796.749	-264.742	211.917	
403	-1154.53	-593.524	558.521	779.537	683.464	-792.29	-302.185	198.406	
404	-1174.41	-625.731	558.043	784.478	687.117	-785.329	-307.415	186.221	
405	-1180.82	-640.168	555.219	789.532	690.572	-779.536	-309.542	175.349	
406	-1174.38	-647.683	555.292	793.552	691.647	-773.151	-307.838	170.93	
407	-1150.12	-632.086	549.419	799.781	692.788	-767.027	-303.037	171.054	
408	-1085.02	-571.03	545.294	806.962	695.724	-761.036	-272.747	178.354	
409	-1068.87	-565.389	539.633	814.18	699.047	-752.866	-264.236	171.781	
410	-1152.2	-659.64	534.22	819.33	705.074	-741.906	-298.024	151.936	
411	-1164.6	-681.183	529.571	822.496	709.423	-734.719	-300.492	141.702	
412	-1085.96	-610.823	522.9	828.105	708.298	-730.219	-264.106	150.761	
413	-1066	-597.985	515.809	831.483	707.44	-724.007	-243.297	145.386	
414	-1145.05	-689.733	506.628	839.048	709.484	-714.16	-276.855	128.994	
415	-1117.46	-670.445	495.766	842.706	703.711	-709.83	-264.158	126.862	
416	-1115.53	-677.816	486.478	847.092	701.803	-701.376	-256.682	121.095	
417	-1099.47	-668.818	477.363	851.504	702.338	-696.456	-237.665	113.819	
418	-1103.08	-682.248	466.753	855.657	700.927	-689.405	-231.448	105.145	
419	-1100.61	-687.338	454.687	859.643	698.602	-682.968	-220.283	101.081	
420	-1063.82	-666.13	445.486	864.286	699.498	-675.772	-202.354	101.868	
421	-1076.92	-689.006	438.323	867.483	701.331	-664.514	-196.562	89.1238	
422	-1071.13	-697.49	426.066	869.541	701.121	-652.205	-188.784	85.7375	
423	-1087.8	-720.157	418.052	871.261	708.5	-643.309	-184.608	75.9223	
424	-1116.64	-762.307	410.878	871.787	712.486	-630.567	-197.268	66.7046	
425	-1115.92	-768.98	400.72	872.993	715.007	-619.393	-186.236	60.9011	
426	-1100.73	-761.635	391.171	873.705	719.708	-606.917	-175.872	61.0753	
427	-1089.8	-760.107	377.791	872.092	718.908	-592.737	-163.445	61.3904	
428	-1109.85	-787.89	367.394	873.518	714.239	-573.936	-167.849	55.0171	
429	-1152.59	-834.054	356.692	872.332	710.929	-552.591	-172.219	41.3979	
430	-1133.12	-836.776	343.903	873.616	706.256	-535.024	-149.759	48.1215	
431	-1125.6	-844.448	329.77	873.677	703.459	-509.186	-150.574	48.642	
432	-1141.66	-851.845	317.878	871.596	688.489	-485.721	-167.115	46.8756	
433	-1049.78	-852.283	308.042	869.316	704.777	-451.842	-138.379	52.0968	
434	-1133.35	-868.966	294.276	868.63	691.802	-450.118	-163.876	39.3915	
435	-1129.96	-865.745	280.89	868.074	679.726	-423.778	-230.619	14.9857	
436	-1135.41	-869.714	267.747	868.892	681.662	-417.502	-163.62	41.1152	
437	-1131.68	-869.046	256.241	867.155	673.971	-395.562	-165.278	42.8637	
438	-1107.08	-843.361	242.645	866.558	684.749	-379.197	-127.848	55.6472	
439	687.596	-362.193	231.198	865.588	-1036.16	-773.263	-56.0069	72.9825	
440	660.322	-326.132	218.72	863.955	-1023.91	-755.938	-39.3563	81.083	
441	614.643	-282.293	211.361	861.188	-1034.34	-763.304	-168.398	90.4979	
442	573.781	-263.281	201.677	856.601	-1069.73	-788.293	-125.246	82.4558	
443	555.935	-244.531	193.758	855.591	-1078.25	-799.902	-140.397	94.6548	
444	451.739	-339.208	188.41	850.51	-1086.49	-786.657	-11.1436	69.8102	
445	577.958	-259.174	179.682	849.705	-1075.22	-810.466	153.663	78.1409	
446	556.837	-239.374	176.457	845.729	-1082.69	-825.956	-124.916	89.6387	
447	591.266	-250.572	166.923	846.628	-1084.95	-834.597	-95.7279	76.0273	
448	597.667	-234.856	157.548	849.475	-1054.46	-825.638	-238.213	85.0058	
449	570.105	-237.245	166.644	833.39	-1085.73	-860.148	-212.738	75.6739	
450	516.742	-227.295	153.004	837.752	-1132.67	-908.964	-245.411	62.6763	
451	492.831	-227.391	153.741	832.725	-1141.46	-930.36	-242.362	65.7121	
452	447.277	-230.608	146.304	829.9	-1159.48	-961.394	-337.546	34.1413	
453	-289.659	-589.658	140.05	831.375	-250.259	15.4685	-394.933	5.32122	
454	441.561	-218.195	126.756	836.053	-1129.25	-950.968	-256.877	66.8931	
455	-257.522	-587.161	144.257	810.504	-548.537	-223.855	-885.469	-413.389	
456	383.219	-226.129	121.278	826.029	-231.661	77.0704	-1131.2	-974.303	
457	76.1875	-437.49	135.929	807.369	-217.289	52.6978	-1152.16	-913.771	
458	-399.153	-681.23	162.699	776.088	61.4366	-3.2171	-352.989	-39.488	
459	-370.647	-660.055	178.581	746.593	-201.748	29.8682	-375.342	-37.7412	
460	-683.768	-830.387	111.912	807.824	434.768	-97.7722	-651.334	-251.022	
461	-884.303	-945.994	123.032	782.872	370.413	-125.205	-342.506	-94.664	
462	-748.431	-882.116	134.535	759.879	372.158	-99.7834	-419.976	-96.6118	
463	-138.415	-579.768	151.07	730.019	122.432	-42.9853	-1209.65	-1138.72	
464	-704.146	-902.828	147.932	720.488	263.487	-84.8228	-548.594	-173.461	
465	-741.923	-936.902	162.453	700.258	316.378	-87.7318	-290.28	-93.6436	
466	-819.34	-985.743	66.7551	782.74	399.063	-95.1202	-300.496	-103.253	
467	-855.791	-1031.63	146.29	691.529	284.042	-99.3705	-303.892	-108.606	
468	-684.086	-946.397	227.432	592.147	52.1068	-54.6461	-500.181	-212.663	
469	-802.181	-1031.89	197.356	618.879	169.745	-81.4919	-295.727	-120.943	
470	-853.342	-1090.52	208.113	597.048	178.962	-85.3302	-255.737	-123.92	
471	-842.374	-1104.66	278.874	493.964	-78.844	-23.0778	-209.603	-129.633	
472	-858.11	-1135.08	112.865	677.005	291.865	-90.7258	-285.345	-103.325	
473	-936.988	-1238.82	242.904	527.019	17.3763	-78.9335	-223.477	-179.723	
474	-833.45	-1161.03	263.297	493.294	-67.599	-56.3451	-795.63	-381.482	
475	-950.95	-1255.36	252.862	497.348	-71.952	-90.1334	-248.615	-208.783	
476	-959.917	-1281.39	232.166	525.5	1.65543	-103.533	-163.534	-290.553	
477	-952.249	-1292.53	251.313	500.589	-44.5377	-102.078	-192	-289	
478	-955.627	-1325.11	227.051	527.588	20.5951	-114.416	-162.909	-337.455	
479	-935.91	-1345.26	252.113	496.964	-44.9098	-97.3526	-61.6296	-368.119	
480	-915.767	-1364.63	231.108	523.738	21.7835	-107.508	-114.286	-350.041	
481	-899.609	-1394.37	178.723	576.608	118.753	-95.6639	-91.4122	-301.19	
482	-883.419	-1419.74	265.809	487.274	-66.7429	-59.9543	-44.9959	-298.711	
483	-851.978	-1439.48	279.7	473.731	-86.4381	-54.0862	-57.0559	-281.414	
484	-839.173	-1463.1	274.284	485.09	-76.8239	-30.8749	-19.8239	-250.532	
485	-748.754	-1385.42	279.802	485.121	-58.5955	-37.7426	-81.5158	-211.453	
486	-715.066	-1386.09	221.634	556.151	142.36	-50.3839	-73.6213	-185.674	
487	-504.983	-1155.07	247.491	529.235	-46.1588	4.21051	-267.86	-155.748	
488	301.62	-172.465	215.379	562.369	-59.7973	26.2334	-749.346	-1504.06	
489	386.44	-134.293	180.297	589.384	-92.1879	44.5774	-727.211	-1508.27	
490	371.911	-110.001	168.927	593.109	-302.883	279.06	-681.912	-1476.71	
491	582.196	-72.0424	-33.4743	720.576	-92.5904	82.151	-644.615	-1438.99	
492	622.683	-21.5906	-214.535	801.982	-164.144	109.698	-642.399	-1483.92	
493	663.521	-15.2023	-234.957	806.786	-40.2504	101.055	-643.028	-1530.5	
494	666.271	18.4034	-290.532	819.836	-180.658	120.979	-569.458	-1401.46	
495	662.462	0.207173	-247.817	790.843	-67.1442	132.751	-580.112	-1493.09	
496	663.513	11.1208	-276.969	800.259	-51.5033	147.937	-558.216	-1493.08	
497	653.186	19.6333	-282.468	791.231	-607.018	198.675	-519.967	-1460.87	
498	660.442	27.8651	-304.382	789.838	-898.54	173.46	-503.842	-1485.68	
499	647.953	34.482	-349.469	797.881	-899.445	85.4154	-507.206	-1542.39	
500	662.214	44.8347	-402.793	799.565	-989.065	84.8	-475.188	-1502.98	
501	670.539	50.5083	-413.046	793.145	-1191.36	66.2655	-443.273	-1494.43	
502	704.291	52.5801	-417.132	785.112	-1139.15	69.5757	-394.404	-1410.59	
503	715.59	54.6425	-441.849	756.217	-865.939	8.72727	-366.363	-1407.19	
504	700.76	41.9213	-432.559	762.821	-925.793	70.4631	-373.477	-1489.31	
505	701.622	36.4844	-451.67	737.119	-203.663	31.7813	-382.984	-1609.26	
506	717.644	30.1872	-471.12	710.518	53.2062	56.8041	-361.775	-1616	
507	739.911	30.5565	-478.277	699.567	32.9919	26.6091	-342.44	-1629.72	
508	758.539	25.6852	-486.095	683.307	61.9282	24.074	-327.625	-1657.91	
509	757.623	19.3672	-491.683	668.939	62.6494	21.2583	-320.631	-1706.35	
510	859.067	-5.6576	-502.058	649.979	164.552	69.806	-311.827	-1728.72	
511	831.038	0.926399	-512.979	631.799	116.397	32.1285	-298.359	-1721.46	
512	780.488	4.81996	-523.075	611.475	67.2677	-1.29531	-288.53	-1699.32	
513	1003.66	-56.8882	-532.177	594.74	327.484	66.3401	-282.652	-1674.68	
514	863.329	-11.0462	-510.151	561.354	104.491	-20.6854	-272.107	-1660.79	
515	810.404	-26.4285	-511.116	545.534	66.2999	-15.0324	-270.731	-1617.71	
516	845.279	-37.0797	-516.672	525.467	72.9418	-31.5103	-268.389	-1586.86	
517	789.079	-44.3246	-510.309	513.7	43.4493	-52.7537	-264.82	-1556.52	
518	736.385	-41.1218	-525.252	511.144	22.7969	-103.937	-258.39	-1539.26	
519	748.803	-51.8507	-543.989	507.575	21.381	-57.7888	-258.04	-1492.29	
520	887.558	-97.8927	-557.182	503.415	132.52	27.7572	-247.269	-1462.03	
521	847.63	-103.353	-558.292	493.166	118.005	34.0832	-240.868	-1415.7	
522	838.484	-107.914	-560.353	482.766	119.622	51.0608	-236.617	-1349.15	
523	808.277	-165.788	-557.438	474.856	115.049	74.0793	-243.597	-1263.57	
524	795.548	-143.09	-564.779	465.413	96.1972	69.1899	-234.478	-1232.61	
525	883.711	-127.673	-564	462.966	151.245	114.077	-200.388	-1223.7	
526	960.492	-159.715	-571.332	450.579	188.772	116.547	-194.86	-1198.99	
527	955.75	-156.308	-572.922	443.451	189.624	142.288	-177.51	-1187.22	
528	666.692	-821.599	-576.975	432.356	215.066	150.16	-414.108	-730.921	
529	827.689	-574.817	-578.847	419.787	208.498	171.405	-271.774	-994.58	
530	858.731	-562.876	-583.273	384.739	220.269	181.178	-238.52	-1014.78	
531	1093.27	-239.676	-580.522	388.877	234.382	164.159	-111.645	-1162.6	
532	797.234	-871.621	-584.16	343.777	234.745	164.431	-334.663	-611.968	
533	992.028	-661.974	-578.55	372.482	242.468	160.119	-178.232	-999.894	
534	937.033	-768.86	-586.106	351.303	245.61	175.5	-236.435	-804.499	
535	913.376	-863.726	-592.094	353.963	239.457	167.848	-334.365	-570.498	
536	986.818	-787.056	-594.751	322.51	244.566	179.325	-178.624	-849.789	
537	1065.15	-723.02	-595.584	304.405	253.152	181.466	-43.3051	-1086.67	
538	1050.89	-771.031	-598.685	283.498	257.957	186.355	-27.748	-1043.42	
539	1049.39	-786.826	-595.539	274.772	265.974	193.946	-12.301	-958.231	
540	1160.24	-640.813	-592.963	256.469	282.421	207.212	219.636	-1391.49	
541	1124.32	-710.883	-594.566	259.902	291.513	209.883	188.701	-1397.01	
542	1103.72	-755.525	-594.627	265.285	299.11	212.571	198.987	-1402.89	
543	1014.63	-885.556	-596.733	264.798	303.286	225.804	76.3208	-441.668	
544	1145.68	-714.587	-593.179	272.601	315.936	219.22	289.986	-1493.79	
545	1200.07	-635.789	-316.315	-448.337	339.652	233.553	-399.189	348.575	
546	1273.04	-510.832	-110.267	-729.153	342.258	237.511	-446.656	352.369	
547	1304.39	-465.671	207.734	-1209.51	370.192	244.532	-500.398	308.227	
548	1298.89	-475.755	94.9579	-1036.45	394.685	251.712	-441.496	303.93	
549	1289.8	-492.748	-78.0961	-773.924	400.515	251.441	-415.418	312.687	
550	1292.76	-492.143	2.57375	-900.716	409.474	247.996	-440.266	288.624	
551	1290.73	-501.973	-251.39	-476.739	428.454	250.385	-347.665	299.691	
552	1276.1	-538.879	-425.406	-192.867	495.648	242.639	-133.949	292.149	
553	1281.88	-539.064	-472.159	-106.907	482.052	248.355	-118.959	282.814	
554	1306.77	-514.318	-434.044	-141.91	485.98	248.074	-128.447	284.461	
555	1276.18	-571.678	-510.589	52.1902	546.171	243.22	297.562	172.093	
556	605.407	-515.766	-483.051	5.41188	1123.38	-224.337	292.194	207.925	
557	1032.36	-782.544	-527.02	46.3179	1031.33	-109.255	307.683	185.842	
558	1027.6	-800.503	-517.358	20.0626	1046.82	-127.726	324.937	180.823	
559	917.305	-864.306	-564.404	72.9189	1048.12	-138.447	313.006	179.147	
560	1040.32	-757.095	-614.15	142.78	1001.8	-66.3935	321.104	184.552	
561	1135.03	-690.08	-630.758	165.78	942.477	9.08226	347.451	186.182	
562	1211.04	-607.487	-633.524	152.635	860.77	99.7863	374.186	176.518	
563	1125.47	-581.569	-633.032	144.268	988.151	-22.2616	383.713	182.994	
564	998.731	-549.952	-632.101	135.466	1057.14	-105.881	419.862	202.247	
565	1291.56	-485.098	-631.938	128.413	640.012	282.863	423.262	132.085	
566	1276.52	-491.372	-627.825	127.275	666.074	279.655	441.763	153.763	
567	1246.15	-503.526	-624.126	127.342	728.22	243.686	434.286	179.81	
568	1270.98	-516.25	-620.655	124.059	675.066	278.4	480	24	
569	1260.04	-529.159	-617.043	123.883	690.632	279.897	502.857	16	
570	1241.06	-540.88	-613.705	124.425	703.381	278.134	512	17.2308	
571	1228.37	-546.234	-611.648	120.214	713.089	275.916	512	-5.33333	
572	1221.79	-563.378	-608.781	117.371	724.752	270.927	512	32	
573	1207.15	-570.677	-605.293	116.804	735.93	268.609	540	8	
574	1189.91	-588.947	-599.843	115.645	743.63	262.041	0	0	
575	1160.5	-602.327	-594.408	114.14	747.202	261.311	0	0	
576	1143.55	-609.141	-589.703	114.849	753.714	259.711	0	0	
577	1127.02	-621.244	-583.452	113.186	757.276	253.698	0	0	
578	1109.75	-630.003	-578.151	111.493	765.099	252.622	0	0	
579	1096.82	-636.404	-570.92	111.032	772.027	252.872	0	0	
580	1087.42	-641.443	-562.19	108.888	780.108	250.344	0	0	
581	1079.12	-636.977	-555.12	105.75	790.922	251.064	0	0	
582	1061.4	-646.849	-545.578	106.448	823.631	232.373	0	0	
583	1061.21	-648.272	-538.281	102.148	819.261	246.995	0	0	
584	1052.63	-657.392	-531.491	97.6729	827.649	243.898	0	0	
585	1041.58	-661.173	-524.757	91.552	851.143	240.315	0	0	
586	1040.91	-662.459	-517.402	87.3034	854.354	247.793	0	0	
587	1026.41	-665.383	-510.354	80.6783	874.369	245.412	0	0	
588	1005.29	-677.288	-504.866	75.7895	908.162	231.337	0	0	
589	998.642	-689.09	-499.839	70.0323	921.762	225.424	0	0	
590	984.485	-691.58	-492.943	64.9329	932.895	224.674	0	0	
591	970.39	-697.936	-489.369	60.5213	942.385	221.899	0	0	
592	964.213	-697.699	-484.375	52.8797	952.221	236.203	0	0	
593	949.082	-703.801	-479.82	48.7317	966.012	223.145	0	0	
594	934.252	-697.83	-475.644	45.2658	986.841	215.771	0	0	
595	931.853	-692.856	-471.652	37.7307	990.452	243.705	0	0	
596	923.835	-680.862	-467.289	35.3129	1010.26	253.308	0	0	
597	910.552	-673.215	-458.438	31.3308	1029.11	264.996	0	0	
598	905.86	-672.463	-453.775	23.2776	1031.44	276.79	0	0	
599	899.582	-668.337	-450.679	15.5709	1035.95	288.443	0	0	
600	892.037	-663.233	-445.267	10.9468	1041.73	297.838	0	0	
601	886.377	-661.917	-438.007	8.51897	1047.34	304.757	0	0	
602	876.612	-665.571	-430.954	6.31045	1050.59	315.027	0	0	
603	867.905	-666.747	-426.399	-0.887351	1051.64	326.608	0	0	
604	861.608	-666.651	-419.427	-4.85531	1050.2	336.189	0	0	
605	850.479	-669.861	-414.354	-10.5985	1051.12	346.681	0	0	
606	841.105	-671.351	-407.711	-15.3724	1049.22	354.453	0	0	
607	833.773	-678.299	-400.499	-14.6005	1054.92	359.063	0	0	
608	827.108	-684.28	-395.412	-17.2653	1056.05	363.004	0	0	
609	819.704	-690.576	-388.383	-17.4761	1058.44	365.951	0	0	
610	813.024	-696.138	-382.281	-20.5332	1059.97	367.01	0	0	
611	807.241	-703.657	-376.163	-20.7447	1059.06	370.992	0	0	
612	802.341	-712.074	-365.199	-20.4733	1063.99	370.514	0	0	
613	792.251	-723.249	-359.857	-18.8314	1069.54	369.932	0	0	
614	787.11	-731.827	-352.163	-19.3288	1072.96	370.057	0	0	
615	781.994	-739.505	-346.654	-19.5744	1075.73	371.745	0	0	
616	776.134	-748.417	-337.122	-19.4532	1077.27	373.825	0	0	
617	773.92	-757.385	-328.512	-20.27	1077.96	375.771	0	0	
618	770.907	-768.944	-320.457	-20.8716	1080.5	375.108	0	0	
619	768.955	-778.654	-309.871	-20.6256	1086.9	369.862	0	0	
620	762.34	-792.563	-301.128	-21.2731	1086.93	369.15	0	0	
621	757.035	-804.016	-290.559	-24.475	1089.34	365.541	0	0	
622	752.342	-810.997	-281.516	-25.1655	1090.9	361.697	0	0	
623	746.448	-821.122	-271.133	-27.3532	1093.39	356.241	0	0	
624	742.479	-829.048	-263.144	-28.2118	1096.18	350.496	0	0	
625	740.314	-834.722	-252.566	-28.9915	1094.01	346.704	0	0	
626	736.73	-841.308	-240.172	-27.0358	1097.53	339.685	0	0	
627	735.906	-845.069	-229.643	-28.5083	1096.39	334.692	352	96	
628	735.199	-848.904	-219.694	-31.1371	1096.02	328.302	0	0	
629	736.789	-851.159	-211.443	-32.6562	1096.85	322.171	0	0	
630	738.289	-853.313	-203.526	-38.0292	1098.17	312.852	56.2759	327.724	
631	738.871	-854.476	-194.409	-41.1943	1097.24	303.488	39.8769	318.523	
632	747.006	-849.523	-181.655	-36.9153	1098.78	295.595	429.647	-1027.29	
633	747.556	-850.995	-173.807	-35.8807	1100.63	284.949	112	301.714	
634	753.711	-848.361	-164.269	-34.0573	1097.94	278.483	129.524	281.905	
635	757.147	-845.396	-159.506	-36.9891	1094.98	270.881	105.6	277.76	
636	551.248	-960.619	-150.781	-32.6822	1095.73	262.048	808.903	-812.128	
637	764.949	-840.516	-146.38	-33.7454	1101.59	246.541	142	264	
638	766.454	-839.289	-144.667	-34.8984	1103.52	231.844	122.4	272.8	
639	818.907	-803.945	-139.984	-32.8008	1111.22	217.652	557.213	-916.118	
640	775.026	-827.641	-139.004	-34.1901	1114.46	205.08	108.522	236.058	
641	170.667	281.333	-130.29	-26.8118	1104.74	197.888	782.337	-822.658	
642	783.678	-819.151	-125.432	-21.2009	1098.81	191.762	245.333	222.222	
643	785.781	-814.788	-127.585	-22.7156	1090.47	186.052	129.371	237.486	
644	962.295	-706.601	-117.777	-15.1364	1080.81	179.7	713.323	-844.638	
645	844.399	-778.867	-114.399	-17.6483	1079.19	168.325	567.151	-834.706	
646	840.043	-776.905	-110.745	-13.5995	1073.31	136.847	588.243	-873.975	
647	794.661	-795.829	-108.113	-12.9917	1064.24	147.561	164	294	
648	794.497	-789.723	-107.971	-13.102	1058.25	135.812	150.5	263	
649	795.523	-784.422	-104.226	-7.82593	1059.38	124.841	378.92	-476.953	
650	790.167	-783.842	-108.645	-7.52808	1057.3	115.481	155.077	217.538	
651	787.243	-788.263	-105.221	-4.43086	1057.66	89.5299	422.4	-584.96	
652	780.071	-788.578	-110.05	-1.57267	1052.37	82.6833	161.185	289.185	
653	770.798	-790.822	-113.634	1.31559	1045.02	62.5019	161.524	280.381	
654	721.296	-801.116	-117.995	4.59044	1029.88	-81.3185	403.315	-641.73	
655	676.256	-823.589	-125.244	4.63343	1000.4	-162.233	156.912	182.175	
656	640.302	-830.303	-130.109	8.12877	973.637	-231.595	266.5	-249.5	
657	636.641	-571.845	-138.523	15.0149	948.844	-293.451	571.045	-819.375	
658	626.418	-828.689	-150.878	14.0213	946.945	-274.944	293.914	-400.348	
659	643.092	-834.083	-152.136	22.8868	960.828	-211.406	152.253	184.926	
660	661.556	-823.757	-158.526	27.532	965.765	-160.788	213.797	224.928	
661	655.002	-824.215	-169.743	29.0281	951.214	-158.383	125.726	175.107	
662	580.802	-850.531	-173.045	31.6981	899.01	-317.03	193.6	220.267	
663	529.54	-880.695	-187.109	33.075	856.112	-393.015	130.738	163.422	
664	518.738	-893.951	-193.214	33.074	844.639	-394.178	122.194	146.452	
665	515.558	-902.663	-194.523	52.9961	847.624	-364.151	505.197	-467.15	
666	500.359	-876.794	-214.039	52.2773	837.904	-364.155	105.938	159.602	
667	455.48	-893.403	-238.644	47.7752	817.828	-380.715	33.6593	197.511	
668	520.854	-866.977	-222.283	65.897	837.281	-263.613	0	0	
669	492.344	-871.803	-229.743	69.7594	826.107	-287.7	410.667	-170.667	
670	491.829	-889.937	-237.161	80.3716	816.791	-259.538	386.954	-234.831	
671	-168.17	-782.547	-229.721	107.405	809.301	-238.432	596.628	-852.235	
672	266.239	-773.669	-204.249	159.804	784.824	-311.55	380.648	-250.514	
673	140.998	-682.199	-186.392	200.254	766.757	-346.637	240	15.7576	
674	-235.55	-100.714	-14.4155	252.213	757.582	-296.537	605.928	-856.196	
675	-292.124	-132.271	581.675	-880.409	750.228	-328.721	-83.466	266.29	
676	-314.989	-272.806	671.402	-834.993	712.807	-144.16	-152.184	264.716	
677	-85.6075	-865.708	714.04	-792.218	661.148	-51.7008	-234.01	185.551	
678	-258.433	-46.0317	716.747	-775.203	522.773	41.2157	393.091	-1022.18	
679	-289.263	-168.993	721.384	-721.082	427.474	87.6223	213.751	-380.481	
680	-283.241	-149.712	743.395	-665.347	369.394	117.388	578.938	-928.654	
681	-294.567	-213.848	702.602	-688.333	335.11	118.175	511.488	-902.063	
682	-291.769	-434.904	558.613	-403.559	228.887	164.609	698.39	-898.78	
683	-280.406	-546.538	606.868	-463.999	171.611	199.957	654.7	-892.444	
684	329.766	-909.538	93.7091	-28.4088	198.779	182.91	664.243	-613.642	
685	104.669	-952.232	215.583	-151.99	182.09	172.601	721.474	-780.18	
686	289.805	-976.626	439.829	-260.307	72.2406	221.504	725.919	-695.891	
687	-209.97	-1039.25	-168.415	343.68	523.008	-142.334	734.805	-839.627	
688	92.9993	-1102.79	-106.262	326.919	501.625	-158.323	741.832	-774.447	
689	201.454	-1148.57	81.4215	212.693	305.806	-247.03	757.142	-775.254	
690	551.618	-999.506	24.7624	263.441	383.868	-253.644	-241.179	-325.221	
691	-274.428	-267.704	14.5303	271.5	658.376	-690.086	-108.362	-1326.97	
692	-211.345	-301.673	41.2987	265.692	654.581	-706.056	-99.0276	-1376.67	
693	299.617	-385.021	1.98796	332.598	366.715	-218.438	547.437	-1050.66	
694	546.088	-1059.37	78.2775	279.01	330.233	-283.161	167.964	-430.364	
695	544.162	-1075.91	-14.965	387.32	396.653	-227.165	192.159	-428.339	
696	544.136	-1076.53	-19.4081	413.873	404.962	-214.363	126.636	-406.224	
697	545.534	-1094.54	-9.81575	424.891	396.573	-188.262	244.486	-395.381	
698	533.217	-1117.86	-60.6336	485.196	382.892	-206.078	144.478	-449.701	
699	261.228	-1373.7	-52.9897	497.72	364.08	-214.447	798.349	-872.709	
700	510.389	-1192.75	-6.06949	472.822	348.977	-227.391	625.454	-622.476	
701	519.095	-1200.83	-59.9239	544.302	355.865	-207.638	514.316	-588.697	
702	517.302	-1212.68	-48.4665	556.461	334.486	-217.892	662.994	-635.21	
703	488.488	-1259.25	-36.9265	568.073	346.528	-237.147	704.841	-725.171	
704	493.369	-1266.94	-36.3894	588.729	330.259	-233.532	556.308	-702.769	
705	504.217	-1265.92	-32.5678	603.684	313.705	-230.755	-544	-1000	
706	497.102	-1289.91	-28.1961	620.146	323.415	-246.183	25.7561	-536.975	
707	465.881	-1327.95	-19.5732	630.54	348.609	-282.735	51.2	-505.6	
708	451.765	-1362.78	-1.25623	584.119	381.083	-323.365	-503.735	-1070.83	
709	345.811	-1459.29	8.03852	587.92	486.684	-432.219	27.085	-367.373	
710	320.134	-1483.6	17.9224	585.766	476.608	-453.289	4.83019	-429.887	
711	319.352	-1494.72	27.6955	558.374	491.036	-474.272	-18.7317	-408.976	
712	307.735	-1523.15	41.4579	565.389	494.855	-502.281	598.442	-860.676	
713	287.229	-1548.33	55.2265	547.463	477.949	-486.188	772.082	-926.202	
714	308.868	-1517.74	49.4296	565.41	491.086	-495.543	363.5	-726.5	
715	261.773	-1576.43	57.6099	568.522	479.602	-490.62	711.171	-908.836	
716	273.834	-1558.53	56.994	621.548	460.506	-463.794	513.793	-782.758	
717	302.329	-1509.42	61.62	648.796	406.714	-404.834	23.1489	-506.553	
